station,city,email,country
iradiophilly Rift,"Philadelphia, PA",iradiophilly@gmail.com,USA
Guam Shark,"Mangilao, Guam",kmandapat@spbguam.com,USA
Da Jam 98.3,"Pukalani, HI",studio@dajam983.com,USA
WCIL-FM,"Carbondale, IL",Jonnyq@riverradio.net,USA
iradiophilly Eleven,"Philadelphia, PA",iradiophilly@gmail.com,USA
Gospel 90.3,"Haines City, FL",requests@gospel903.com,USA
New Country 98.3,"Tower Hill, IL",rjm1955@gmail.com,USA
Coast 93.3,"Shalimar, FL",kylie@wncv.com,USA
Faith Talk 570,"Pinellas Park, FL",tammyb@salemtampa.com,USA
NewsRadio 1120 KMOX,"St. Louis, MO",kmox@kmox.com,USA
WDNA,"Miami, FL",info@wdna.org,USA
WKYQ,"Paducah, KY",info@wkyq.com,USA
WCHE 1520,"West Chester, PA",wche@wche1520.com,USA
810 CBS Sports Radio Orlando,"Orlovista, FL",810cbssportsorlando@gmail.com,USA
Classic Hits 107.9,"Arcola, IL",mitm@1079wkio.com,USA
WNIJ,"DeKalb, IL",npr@niu.edu,USA
89.3 K-LOVE Radio KLOV,"Loves Park, IL",klove@klove.com,USA
WZND,"Normal, IL",webmaster@wznd.com,USA
Native 92.5,"Kahului, HI",studio@native935.com,USA
iradiophilly Bandstand,"Philadelphia, PA",iradiophilly@gmail.com,USA
WLJX-LP,"Springfield, IL",KC@WLJXRadio.net,USA
Latino 99.7,"Kissimmee, FL",info@latino997.com,USA
The Big I 105,"Ephrata, PA",jen.carlson@citcomm.com,USA
Radio Ritmo,"Summerland Key, FL",info@myradioritmo.com,USA
Kick'n Country 103.5,"Callaway, FL",kickn@panamacityradio.com,USA
WQRL,"Benton, IL",info@wqrlradio.com,USA
AM 1190 News,"Pine Castle, FL",web@radiogenesis.com,USA
WWCT,"Bartonville, IL",info@ampillinois.com,USA
KAGF-LP,"Twin Falls, ID",agf@agf.org,USA
WSRF,"Fort Lauderdale, FL",wrsfinfo@wsrf.com,USA
WJFM,"Jacksonville, IL",onair@jsm.org,USA
WZPN,"Peoria, IL",Studio@965espn.com,USA
Radio Boise,"Caldwell, ID",info@radioboise.org,USA
Fox Newsradio,"Parker, FL",webmaster@945wfla.com,USA
89.3 K-LOVE Radio KLOV,"Ma'ili, HI",klove@klove.com,USA
WCIC,"Springfield, IL",wcic@wcicfm.org,USA
Air1 Radio,"Rockford, IL",air1@air1.com,USA
MYfm,"Idaho Falls, ID",music@100myfm.com,USA
98ROCK,"Clearwater, FL",doubledown@clearchannel.com,USA
Catholic Radio,"Tallahassee, FL",info@divinewordradio.com,USA
OPB,"Ontario, OR",localtv@opb.org,USA
WMFE Classical,"Orlando, FL",wmfe@wmfe.org,USA
93.1 Da Pa`ina,"Honolulu, HI",fredrico@ohanabroadcast.com,USA
WFAN Sports Radio,"De Land, FL",fanmail@wfan.com,USA
WRHL,"Rochelle, IL",kris@wrhl.net,USA
WEZC,"Clinton, IL",whow@randyradio.com,USA
La Voz 1440,"Orlando, FL",wprd1440@gmail.com,USA
Super Q 1300,"Tampa, FL",wqbnradio@gmail.com,USA
Kiss FM,"Eureka, IL",info@ampillinois.com,USA
96.7 I-Rock,"Normal, IL",chandler@967irock.com,USA
101.1 WDZP,"West Palm Beach, FL",wdzp101.1@gmail.com,USA
Sunny 98.5,"Panama City, FL",logan@sunny98.com,USA
89.3 K-LOVE Radio KLOV,"Paia, HI",klove@klove.com,USA
WPCU-LP,"Panama City, FL",wpculp@comcast.net,USA
MY FM,"Axson, GA",kim@my102.net,USA
97X,"Bonifay, FL",strokemastro@gmail.com,USA
WHSR,"Pompano Beach, FL",duff@bbgiboca.com,USA
KBYI,"Rexburg, ID",isleb@byui.edu,USA
The Touch,"Gulf Breeze, FL",vernon@wrne980.com,USA
Krater 963,"Kailua, HI",wayne@krater96.com,USA
Family Radio Network East,"Rockford, IL",familyradio@familyradio.org,USA
WJFM,"Freeport, IL",onair@jsm.org,USA
The Bone,"Sarasota, FL",102.5comments@coxtampa.com,USA
Z-Rock 96.5,"Lewiston, ID",leemail@koze.com,USA
WPSP,"Royal Palm Beach, FL",deportes1190am@gmail.com,USA
Nossa Radio USA,"Fort Lauderdale, FL",info@nossaradiousa.com,USA
KIPO,"Waikapu, HI",mail@hawaiipublicradio.org,USA
WPKA-LP,"Apopka, FL",info@laley99.com,USA
NOAA Weather Radio,"Largo, FL",adsales@wunderground.com,USA
93 BLX,"Mobile, AL",mark.mcmillen@cumulus.com,USA
Sky-96.3,"Clayton, GA",sky963craig@gmail.com,USA
The X  Rocks,"Peoria, IL",matt.bahan@townsquaremedia.com,USA
WINI,"Murphysboro, IL",wini@newstalk1420wini.com,USA
FM 95,"Galesburg, IL",fm95@fm95online.com,USA
97.9 ESPN Radio,"Woodville, FL",Tom@979espnradio.com,USA
WWTK,"Sebring, FL",cohanradiogroup@htn.net,USA
Cat Country 98.7,"Pensacola, FL",comments@CatCountry987.com,USA
KAPE,"Cape Girardeau, MO",admin@kaperadio1550.com,USA
WSLR-LP,"Sarasota, FL",Info@wslr.org,USA
Power 95.3,"Maitland, FL",Stevie.DeMann@coxradio.com,USA
Family Radio Network East,"Baltimore, MD",familyradio@familyradio.org,USA
WPGU,"Urbana, IL",engineering@illinimedia.com,USA
Radio Católica Sal y Luz,"Caldwell, ID",info@saltandlightradio.com,USA
WMIE-FM,"Cocoa, FL",josh@ncnradio.com,USA
Genuine Country 94.3,"Pana, IL",rjm1955@gmail.com,USA
WLTG,"Panama City, FL",wltg@bellsouth.net,USA
WCBU,"Peoria, IL",wcbu@fsmail.bradley.edu,USA
The Eagle,"Nicholls, GA",935theeagle935@gmail.com,USA
WWBC,"Cocoa, FL",paul@gospelstudy.net,USA
WFTW,"Fort Walton Beach, FL",ken@wftw.com,USA
G Town Radio,"Philadelphia, PA",info@gtownradio.com,USA
Native FM,"Hilo, HI",studio@nativefm.com,USA
WKTO,"New Smyrna Beach, FL",wkto@bellsouth.net,USA
KREA,"Honolulu, HI",koreatimeshawaii@gmail.com,USA
X 101.5,"Quincy, FL",sour@x1015.com,USA
The ANSWER,"Altamonte Springs, FL",worl@salemorlando.com,USA
WBOW,"Paris, IL",steve.cannon@mwcradio.com,USA
Chicago Public Radio,"Elgin, IL",Webmaster@ChicagoPublicRadio.org,USA
Huntley Community Radio,"Huntley, IL",bill.geheren@huntleyradio.com,USA
WILL-FM,"Minier, IL",will-webmaster@rt.media.illinois.edu,USA
Star 94.5,"Daytona Beach, FL",kevin.gardner@coxradio.com,USA
Kiss-FM,"Caldwell, ID",vip@1033kissfm.com,USA
Lite Mix 99.9,"Mobile, AL",jasontaylor@clearchannel.com,USA
WXAN,"Ava, IL",generalmanager@mysoutherngospel.net,USA
WRWH,"Cleveland, GA",wrwh@windstream.net,USA
Family Radio Network East,"Florida City, FL",familyradio@familyradio.org,USA
Max 98.3,"Fort Meade, FL",mike@max983fm.com,USA
La Super Caliente,"Idaho Falls, ID",doug@frandsenmedia.com,USA
Blazin' 102.3,"Cairo, GA",info@netphiles.com,USA
KIPO,"Waimea, HI",mail@hawaiipublicradio.org,USA
WLRN-FM,"Miami, FL",info@wlrn.org,USA
La Que Buena 1310,"Wauchula, FL",marvinaayala@hotmail.com,USA
NOAA Weather Radio,"West Palm Beach, FL",adsales@wunderground.com,USA
KBYR-FM,"Rexburg, ID",radio@byui.edu,USA
iradiophilly Isis,"Philadelphia, PA",iradiophilly@gmail.com,USA
Lite 107.9,"Eagle, ID",jason.wilmot@peakbroadcasting.com,USA
XPN2,"Philadelphia, PA",wxpndesk@xpn.org,USA
89.3 K-LOVE Radio KLOV,"Miami, FL",klove@klove.com,USA
KBSX,"Boise, ID",boisestatepublicradio@boisestate.edu,USA
K-HITS,"Caldwell, ID",208-287-5107,USA
102.5 K-LOVE Radio WZCH,"Bainbridge, GA",klove@klove.com,USA
Sandpoint Community Radio,"Ponderay, ID",info@krfy.org,USA
WADR-LP,"Janesville, WI",studio@janesvillecommunityradio.com,USA
WJUP-LP,"Jupiter, FL", kathy@wjtwfm.com,USA
Hits 100,"Troy, ID",darin@pullmanradio.com,USA
Ritmo 93,"Conway, FL",info@ritmo93.com,USA
The Zone,"Ammon, ID",contactus@980thezone.com,USA
Hot 101.5,"St. Petersburg, FL",1015comments@coxradio.com,USA
The Big 1070,"Madison, WI",timscott@clearchannel.com,USA
99 JAMZ,"Miami, FL",jill.strada@coxinc.com,USA
WIRL,"Peoria, IL",dirkclemens@jmpradio.com,USA
U100 FM,"Orlando, FL",admin@u100fm.com,USA
BBN English,"Fort Lauderdale, FL",bbn@bbnradio.org,USA
WFHT,"Avon Park, FL",wgbcfmgrover@yahoo.com,USA
K-Bear 101,"Blackfoot, ID",viktor@kbear.fm,USA
WTCQ,"Vidalia, GA",wtcq@vidaliacommunications.com,USA
Omega 95.9 fm,"Saint Cloud, FL",tony@omega959.com,USA
WEBY,"Milton, FL",weby@1330weby.com,USA
Family Radio Network East,"Joliet, IL",familyradio@familyradio.org,USA
WRMF,"Palm Beach, FL",comments@wrmf.com,USA
94.9 TNT,"Tallahassee, FL",jasonsauer@clearchannel.com,USA
The Boss,"Virden, IL",kevino'dea@neuhoffmedia.com,USA
La Jefa,"Rock Island, IL",lajefa1270am@live.com,USA
93.9 Jamz,"Honolulu, HI",jamiehyatt@clearchannel.com,USA
94.3 K-LOVE Radio WJKL,"DeKalb, IL",klove@klove.com,USA
Real Radio 94.3 WZZR,"Riviera Beach, FL",AndrewBednar@clearchannel.com,USA
WCBU-HD2,"Peoria, IL",wcbu@bradley.edu,USA
WGSE-LP,"Sebring, FL",contact@radio74.net,USA
Rumbera Network Miami,"Islamorada, FL",redessociales@rumberanetwork.com,USA
WJNO,"West Palm Beach, FL",ethanbriner@clearchannel.com,USA
Cities 92.9,"Colfax, IL",mail@cities929.com,USA
WJSO,"Hilo, HI",wjso@moody.edu,USA
WRGP - FIU Student Radio,"Homestead, FL",wrgpgm@gmail.com,USA
CD Country 107.9,"Canton, IL",don.tharp@prairiecommunications.net,USA
WUCF-HD2,"Orlando, FL",chris@wucf.org,USA
Radio ZOE,"Homestead, FL",produccion@zoe1430.com,USA
Viva FM,"Town 'n' Country, FL",hispanicartsoftampa@gmail.com,USA
WSRQ,"Sarasota, FL",Susan@SarasotaTalkRadio.com,USA
WSTQ,"Streator, IL",q@studstillmedia.com,USA
Magic 101.9,"Tennille, GA",wjfl@wjfl.com,USA
WGN,"Chicago, IL",comments@wgnradio.com,USA
KGMO,"Cape Girardeau, MO",rlambert@withersradio.net,USA
WJLU,"New Smyrna Beach, FL",wjlu@wjlu.org,USA
WUCF,"Orlando, FL",wucfhost@ucf.edu,USA
The X,"Key West, FL",southernmostmedia@gmail.com,USA
VCY America,"Monroe, WI",vcy@vcyamerica.org,USA
Rejoice 1000,"Robertsdale, AL",rejoice1000am@gmail.com,USA
KUPI-FM,"Rexburg, ID",contactus@99kupi.com,USA
WRFU-LP,"Urbana, IL",rfu@wrfu.net,USA
Jamz 98.1,"Lihue, HI",jamz981@hhawaiimedia.com,USA
WNRP,"Pensacola, FL",PStadden@newsradio1620.com,USA
Radio Nueva Vida,"Jordan Valley, OR",info@nuevavida.com,USA
Q103,"Pa'auilo, HI",studio@q103maui.com,USA
WJFM,"Ottawa, IL",onair@jsm.org,USA
Power 88,"Mobile, AL",wilbur@goforth.org,USA
WEAI,"Lynnville, IL",weai@weai.com,USA
1270 AM,"Eatonville, FL",1270am@gmail.com,USA
WUWF-HD2,"Pensacola, FL",wuwf@wuwf.org,USA
KHNR,"Honolulu, HI",info@khnr.com,USA
BBN English,"Tarpon Springs, FL",bbn@bbnradio.org,USA
KIPO,"Honolulu, HI",mail@hawaiipublicradio.org,USA
WFLN,"Arcadia, FL",wflnradio@aol.com,USA
WROD,"Ormond Beach, FL",frank@therockofdaytona.com,USA
The Flava Station,"Tallahassee, FL",theflavastation@hotmail.com,USA
99 Rock,"Tifton, GA",contact@plantbroadcasting.com,USA
Dixie Country 106.7,"Douglas, GA",contact@wokafm.com,USA
The Seabreeze,"Miramar Beach, FL",info@seabreeze.fm,USA
WPBI News,"West Palm Beach, FL",mail@ClassicalSouthFlorida.org,USA
WRBX,"Reidsville, GA",WRBXWTNL@WINDSTREAM.NET,USA
G&E Radio Hawaii,"Pearl City, HI",tellmydj@gmail.com,USA
AM 1060 News,"Titusville, FL",web@radiogenesis.com,USA
KRCU,"Cape Girardeau, MO",comments@krcu.org,USA
WWPR,"Bradenton, FL",manager@1490wwpr.com,USA
WHOW,"Clinton, IL",whow@randyradio.com,USA
Star 102.1 FM,"Rock Harbor, FL",webmaster@wklginc.com,USA
Godsquad,"Titusville, FL",wpio@gate.net,USA
My 959,"Honolulu, HI",info@my959.com,USA
The Legend,"Hartford, AL",wendy@trpdothan.com,USA
KBSU-HD2,"Boise, ID",boisestatepublicradio@boisestate.edu,USA
Rejoice Radio,"Boise, ID",rbn@rejoice.org,USA
WPXN,"Paxton, IL",news@wpxnradio.com,USA
WVOP,"Vidalia, GA",zfowler@vidaliacommunications.com,USA
BBN English,"Key West, FL",bbn@bbnradio.org,USA
iradiophilly Laugh Tracks,"Philadelphia, PA",iradiophilly@gmail.com,USA
Air1 Radio,"Wahiawa, HI",air1@air1.com,USA
Sunny 105.7,"Orange Beach, AL",studio@sunny1057.com,USA
101.9 AMP Radio,"Daytona Beach, FL",webmaster@1019ampradio.com,USA
WEFT,"Champaign, IL",stationmanager@weft.org,USA
La Poderosa,"Miami, FL",info@lapoderosa.com,USA
The Surf 95.9,"Poipu, HI",kong@kongradio.com,USA
WSPL,"Streator, IL",wspl@theradiogroup.net,USA
B103,"Rockford, IL",b103@b103fm.com,USA
KBIG,"Hilo, HI",studio@kbigfm.com,USA
KFUO,"Clayton, MO",gduncan@kfuo.org,USA
KKMV,"Rupert, ID",kzdxblastoff@yahoo.com,USA
Hope FM,"Coatesville, PA",info@ccmarlton.org,USA
Kissin' 92,"Boise, ID",Rich.Summers@citcomm.com,USA
WHEP,"Foley, AL",whepsports@yahoo.com,USA
WWNN,"Pompano Beach, FL",duff@bbgiboca.com,USA
WBCP,"Urbana, IL",sbritten.wbcpradio@sbcglobal.net,USA
KWRV,"Sun Valley, ID",mail@mpr.org,USA
WIBH,"Anna, IL",onair@wibhradio.com,USA
WFSD-LP,"Tallahassee, FL",marber@tds.net,USA
WAOA-FM,"Melbourne, FL",lisa@wa1a.com,USA
KCIF,"Hilo, HI",keepchristinfocus@kcifradio.com,USA
WPRK,"Winter Park, FL",WPRK@rollins.edu,USA
Catholic Radio,"Pensacola, FL",info@divinewordradio.com,USA
WYND,"De Land, FL",WYND@buddytuckerassociation.org,USA
Walls 102,"Oglesby, IL",wals@studstillmedia.com,USA
WXCY,"Havre de Grace, MD",loyallistener@wxcyfm.com,USA
KUPY,"Sugar City, ID",contactus@99kupi.com,USA
KHPR,"Honolulu, HI",admin@hawaiipublicradio.org,USA
KWXX-FM,"Hilo, HI",sales@kwxx.com,USA
KONG Radio,"Lihue, HI",kong@kongradio.com,USA
The Mighty 100.5,"Belvidere, IL",tim@themightyfm.com,USA
Hits 100.7,"Normal, IL",sreed@connoisseurmedia.com,USA
The Source,"Tampa, FL",wmnf@wmnf.org,USA
The Bull,"Winnebago, IL",hebull@953thebull.com,USA
Real Country,"Metropolis, IL",rlambert@withersradio.net,USA
Ft Lauderdale Community Radio,"Fort Lauderdale, FL",prdept@amanatee.com,USA
Y-96,"Dublin, GA",dj@wqzy.com,USA
WZND,"Bloomington, IL",generalmanager@wznd.com,USA
The Team,"Honolulu, HI",chrish@espn1420am.com,USA
1350 KTIK,"Nampa, ID",andrew.paul@citcomm.com,USA
WFTL,"West Palm Beach, FL",listener@850wftl.com,USA
KSOH,"Peoria, IL",office@lifetalk.net,USA
Onda 1340,"Clermont, FL",ondamexradio@aol.com,USA
Air1 Radio,"Arlington Heights, IL",air1@air1.com,USA
The Wolf,"Pekin, IL",drchris@1049thewolf.com,USA
WTUF,"Boston, GA",lenrob@rose.net,USA
HITS 97.3,"Miami, FL",gary.williams@coxradio.com,USA
WIBA-AM,"Madison, WI",wibanews@yahoo.com,USA
WSBA,"York, PA",info@wsba910.com,USA
WESN,"Bloomington, IL",jpodrask@iwu.edu,USA
WGRA,"Cairo, GA",sales@wgra.net,USA
Fun101 FM,"Thomaston, GA",wtga@fun101fm.com,USA
WLRN-FM,"Big Pine Key, FL",info@wlrn.org,USA
100.7 WFLA,"Midway, FL",mattmillar@clearchannel.com,USA
ESPN 580 Orlando,"Orlando, FL",levi.may@coxinc.com,USA
92.7 Smooth FM,"Goldenrod, FL",info@92smooth.com,USA
MIX 105.1,"Orlando, FL",webmaster@mix1051.com,USA
Legends Radio,"Lake Park, FL",Info@LegendsRadio.com,USA
Magic 102.7,"Pompano Beach, FL",webmasterWMXJ@wmxj.com,USA
Q98.5,"Freeport, IL",steve@q985online.com,USA
Nash FM 97.3,"Elmwood, IL",Shelly.Andeen@cumulus.com,USA
WAJK,"La Salle, IL",itsupport@993wajk.com,USA
Ardiente Radio,"Marco, FL",info@ardienteradio.com,USA
The Point,"Havre de Grace, MD",info@1047thepoint.com,USA
WLAQ,"Rome, GA",mattd@theridge957.com,USA
1220AM-La Primera,"Kissimmee, FL",info@magica1220am.net,USA
KKCR,"Haleiwa, HI",kkcr@kkcr.org,USA
Relevant Radio,"Sandwich, IL",info@relevantradio.com,USA
KKNE,"Waipahu, HI",mike@am940hawaii.com,USA
KOUU,"Pocatello, ID",programming@eastidahoradio.com,USA
Chicago Public Radio,"Morris, IL",Webmaster@ChicagoPublicRadio.org,USA
WCMY,"Ottawa, IL",info@ottawaradio.net,USA
CVC La Voz Radio Station,"Miami, FL",contacto@cvclavoz.com,USA
KPHI,"Honolulu, HI",alvarez.allan@gmail.com,USA
Star 98,"Tallahassee, FL",john.dawson@cumulus.com,USA
Easy 93,"Miami, FL",brian.elam@coxmg.com,USA
GLT Blues Radio,"Normal, IL",jon@wglt.org,USA
KSTL,"St. Louis, MO",jubilee690@gmail.com,USA
Radio Vida,"De Land, FL",radiovidaorlando@gmail.com,USA
WDBR,"Springfield, IL",jaddams@capitolradiogroup.com,USA
Mia 1450AM,"Miami, FL",ysedeno@miaradios.com,USA
WVIL,"Virginia, IL",larry.bostwick@gmail.com,USA
Radio Miami International,"Miami, FL",info@wrmi.net,USA
Hit Radio 100,"Hagåtña, GU",marketing@hitradio100.com,USA
Almavision,"Miami, FL",tony@almavision.tv,USA
Rejoice 103.7,"Orlando, FL",info@rejoice1140.com,USA
WJUL,"Hiawassee, GA",tim@wjulradio.com,USA
WIXY,"Champaign, IL",jdrake@mix945.com,USA
La Nueva,"Fort Lauderdale, FL",info@lanuevafm.net,USA
WNTP,"Philadelphia, PA",contactus@wntp.com,USA
Spirit FM,"Tampa, FL",contact@spiritfm905.com,USA
Radio Católica Sal y Luz,"Twin Falls, ID",info@saltandlightradio.com,USA
WUCG-LP,"Blairsville, GA",wucg931@windstream.net,USA
WHCO,"Sparta, IL",whco@realcountry1230.com,USA
KAHU,"Pahala, HI",news@hawaiipublicradio.org,USA
KTRP,"Notus, ID",info@kiov1450.com,USA
WPSO,"New Port Richey, FL",angelo@wzra48.com,USA
The Fan,"Boise, ID",dave.burnett@peakbroadcasting.com,USA
Magic 95.1,"Carterville, IL",ivy@riverradio.net,USA
La Zeta 105.3,"Nocatee, FL",info@lazeta.fm,USA
Lite Rock 99.3,"Cocoa, FL",michaellowe@clearchannel.com,USA
Soft Rock 94.1,"Pensacola, FL",mcarr@softrock941.com,USA
WLRN Classical 24,"Miami, FL",info@wlrn.org,USA
Bulls Radio,"Tampa, FL",bullsradiousf@gmail.com,USA
WVFS,"Tallahassee, FL",music@wvfs.fsu.edu,USA
WJFM,"Panama City, FL",onair@jsm.org,USA
KBSU-FM,"Boise, ID",boisestatepublicradio@boisestate.edu,USA
WDBX,"Carbondale, IL",wdbx911@yahoo.com,USA
WOKB,"Winter Garden, FL",info@wokbradio.com,USA
WUWF,"Pensacola, FL",wuwf@wuwf.org,USA
SOS Radio Network,"Twin Falls, ID",info@sosradio.net,USA
WDLT,"Saraland, AL",mark.mcmillen@cumulus.com,USA
WBNH,"Pekin, IL",wbnh@wbnh.org,USA
WCIC,"Pekin, IL",wcic@wcicfm.org,USA
Reach FM,"Cypress Quarters, FL",info@reachfm.org,USA
WMMO,"Orlando, FL",wes.halliwell@coxradio.com,USA
88.1 WAY-FM,"Thomasville, GA",wayt@wayfm.com,USA
640 Sports,"Royal Palm Beach, FL",listener@640sports.com,USA
Mountain Country 103.9,"Blue Ridge, GA",wppl@mountaincountryradio.com,USA
Talk 790,"Pensacola, FL",scott@talk790.com,USA
Radio Paz,"Hialeah, FL",rmcid@paxcc.org,USA
News Talk 670 KBOI,"Boise, ID",andrew.paul@citcomm.com,USA
Coast 101.3,"Port Saint Lucie, FL",jcarr@coast1013.com,USA
WRGA,"Rome, GA",clarkej@south107.com,USA
The Bull,"Normal, IL",megan@gpmbloomington.com,USA
WCIC,"Princeton, IL",wcic@wcicfm.org,USA
WEW,"St. Louis, MO",WEWRadio@aol.com,USA
Beloit College Radio,"Beloit, WI",wbcrfm@gmail.com,USA
WCIC,"Jacksonville, IL",wcic@wcicfm.org,USA
Mega Romantica,"Dunedin, FL",contactus@radiogenesis.com,USA
BBN English,"Pontiac, IL",bbn@bbnradio.org,USA
Fifth Dimension Radio 5DRadio,"Exton, PA",gene@5DRadio.com,USA
BBN English,"Port Saint Joe, FL",bbn@bbnradio.org,USA
XL 106.7,"Tavares, FL",Webmaster@XL1067.com,USA
SOS Radio Network,"Key West, FL",info@sosradio.net,USA
The Boomer,"Metter, GA",sales@wbmzfm.com,USA
WWHP,"Farmer City, IL",matt@wwhp.com,USA
The Coyote,"Rochelle, IL",kris@wrhl.net,USA
98.3 K-LOVE Radio WLVM,"Navarre, FL",klove@klove.com,USA
Sunny 1450/1320 AM,"Venice, FL",info@ThisWeekInSarasota.com,USA
Life FM,"Cutler Bay, FL",infocenter@909lifefm.com,USA
SoFlo Radio,"Hollywood, FL",PR@SoFloRadio.com,USA
News 96.5 WDBO,"Orlando, FL",levi.may@coxinc.com,USA
WMAY,"Springfield, IL",jimleach@wmay.com,USA
WMOC,"Lumber City, GA",wmoc887@yahoo.com,USA
WTGF,"Milton, FL",johng724@me.com,USA
ESPN West Palm,"Jupiter, FL",sports@espnwestpalm.com,USA
Music Tampa Bay,"Tampa, FL",rick@musictampabay.com,USA
WSPI,"Ellsworth, IL",jon@catholicspiritradio.com,USA
La Nueva,"Pennsuco, FL",info@lanuevafm.net,USA
WCHM,"Clarkesville, GA",jbatten@battencommunications.com,USA
Arrow 107,"Idaho Falls, ID",contactus@arrow107.com,USA
Kiss FM,"Kahului, HI",studio@kissfmmaui.com,USA
WDQN-FM,"Du Quoin, IL",95.9fm@3abn.org,USA
KUOI-FM,"Moscow, ID",kuoi@uidaho.edu,USA
Island Radio 98.9,"Kapaa, HI",kith@hhawaiimedia.com,USA
KAPA,"Hilo, HI",studio@kaparadio.com,USA
WENG,"Englewood, FL",kenk@wengradio.com,USA
WJRB,"Young Harris, GA",jbatten@battencommunications.com,USA
Power 104.3,"Kaneohe, HI",mike@power1043.com,USA
The Hawk,"Idaho Falls, ID",don@1055thehawk.com,USA
Joy 92,"Agat, GU",request@joyfmguam.com,USA
WNEG,"Toccoa, GA",wneg@windstream.net,USA
Y 103,"Decatur, IL",wendytohill@neuhoffmedia.com,USA
KDPI,"Ketchum, ID",kdpiproduction@gmail.com,USA
Nash FM 102.7,"Milton, FL",request@wxbm.com,USA
WPR Ideas,"Madison, WI",webmaster@wpr.org,USA
The Dove,"New Port Richey, FL",John.Larson@coxinc.com,USA
KISS Country 99.9 FM,"Boca Raton, FL",joshc@wqam.com,USA
AFR (Music & Teaching),"Marion, IL",faq@afr.net,USA
93.1 KTIK,"New Plymouth, ID",andrew.paul@citcomm.com,USA
The Rebel,"Plainville, GA",darrenc@south107.com,USA
Rockin 106.3,"Bainbridge, GA",livecrew@rockin1063.com,USA
La Raza,"Auburndale, FL",laraza1570@gmail.com,USA
WCON,"Cornelia, GA",mharvey@wconfn.com,USA
WSPY-FM,"Plano, IL",dougn@NelsonMultimedia.net,USA
WKIQ,"Eustis, FL",info@wkiq1240.com,USA
WJCM,"Sebring, FL",cohanradiogroup@htn.net,USA
WMNF,"Tampa, FL",web@wmnf.org,USA
WKDU,"Philadelphia, PA",wkdu-gm@wkdu.org,USA
WZEU-LP,"Weeki Wachee, FL",management@wzeufm.com,USA
ESPN Pensacola,"Pensacola, FL",amber@espnpcola.com,USA
Magic 107.7 – Orlando,"Mount Dora, FL",laurakam@ccorlando.com,USA
Hawaiian 105,"Honolulu, HI",wayne.maria@summitmediacorp.com,USA
WRMB,"Boynton Beach, FL",wrmb@moody.edu,USA
The Lighthouse,"Rockford, IL",info@wfen.org,USA
US 103-5,"Bradenton, FL",travisdaily@clearchannel.com,USA
1250 WHNZ,"Tampa, FL",webmaster@whnz.com,USA
WCNO,"Palm City, FL",wcno@wcno.com,USA
BBN English,"St. Louis, MO",bbn@bbnradio.org,USA
WMNF Extra,"Tampa, FL",web@wmnf.org,USA
Groovy 97.3,"Taylorville, IL",rjm1955@gmail.com,USA
Urbana 92.7 FM,"Kissimmee, FL",info@urbana927.com,USA
WKYX,"Paducah, KY",dunker@wkyx.com,USA
RADIO ESPERANZA 1280,"Lake Wales, FL",WIPC1280@yahoo.com,USA
KBXL,"Boise, ID",david@myfamilyradio.com,USA
WUIS,"Springfield, IL",wuis@uis.edu,USA
WDMG-FM,"Ambrose, GA",kim@broadcastsouth.com,USA
WSQR,"Sycamore, IL",BethP@NelsonMultimedia.net,USA
WJBC,"Bloomington, IL",talk@wjbc.com,USA
Sports Talk 1040 The Team,"Pinellas Park, FL",web@radiogenesis.com,USA
WDEL,"Wilmington, DE",wdelnews@wdel.com,USA
WVUM,"Coral Gables, FL",info@wvum.org,USA
WRTI Classical,"Philadelphia, PA",contact@wrti.org,USA
KITT,"Soda Springs, ID",kitt_radio@yahoo.com,USA
WQBQ,"Leesburg, FL",wqbqradio@gmail.com,USA
Hot 105,"Coral Gables, FL",Phil@Hot105FM.com,USA
The Voice,"Lancaster, PA", postmaster@wdac.com,USA
Old School Hip Hop,"Daytona Beach, FL",kevin.gardner@coxradio.com,USA
La Que Buena,"Cleveland, GA",lobokr@laquebuenaatlanta.com,USA
Mex Mix 102.9,"Earlville, IL",nilsrios@wmkbradio.com,USA
BBN English,"Sebring, FL",bbn@bbnradio.org,USA
Radio Moody,"Chicago, IL",radiomoody@moody.edu,USA
WSBR,"Boca Raton, FL",duff@bbgiboca.com,USA
WCRX,"Chicago, IL",WCRXPublicAffairs@Colum.edu,USA
Rejoice Radio,"Rockford, IL",rbn@rejoice.org,USA
WBVN,"Marion, IL",wbvn@wbvn.org,USA
WGCU-FM,"Fort Myers, FL",atardif@wgcu.org,USA
1230 am WBZT,"West Palm Beach, FL",brianmudd@clearchannel.com,USA
La Nueva,"Leisure City, FL",info@lanuevafm.net,USA
KLCZ,"Lewiston, ID",klcz@lcmail.lcsc.edu,USA
Hank FM,"Lafayette, FL",999hankfm@gmail.com,USA
AL Public Radio,"Mobile, AL",elynch@cpt.ua.edu,USA
107-1 Kiss FM,"Thomasville, GA",jeffhorn@clearchannel.com,USA
The Max 89.9,"Mattoon, IL",899themax@lakelandcollege.edu,USA
Moody Radio Florida,"Lakeland, FL",moodyradiooffice@moody.edu,USA
Genesis 680,"St. Petersburg, FL",evelyn@genesis680.com,USA
Mix 106.9,"Peoria, IL",randyrundle@mix1069.com,USA
WILL-FM,"Urbana, IL",will-webmaster@rt.media.illinois.edu,USA
Bob FM,"Panama City Beach, FL",BobFM@PowellBroadcasting.com,USA
