station,city,email,country
DYFR,"Cebu City, Philippines",dyfrprogram@yahoo.com,Philippines
Business Radio,"Quezon, Philippines",pbsnetnews@yahoo.com,Philippines
Zhoushan Traffic & Economics Radio,"Zhoushan, Zhejiang, China",web@zhoushan.cn,China
Radio 2 UAE,"Dubai, United Arab Emirates",brent@myradio2.ae,United Arab Emirates
Radio Madhesh 89.3,"Malangwa, Nepal",letters.radiomadhesh@gmail.com,Nepal
FM Hikone,"Hikone, Japan",info@fmhikone.jp,Japan
RTM Ai FM,"George Town, Malaysia",info@aifm.net.my,Malaysia
CRI News Radio,"Haikou, Hainan, China",mzgl@cri.com.cn,China
Bombo Radyo Cauayan,"Cauayan, Philippines",bombo_cauayan@bomboradyo.info,Philippines
Star FM Ktm,"Kathmandu, Nepal",Info@starfm.com.np,Nepal
Radio Mirchi,"Vijayawada, Andhra Pradesh, India",hem.kumar@timesgroup.com,India
Paradise Radio,"Tanjunguban, Indonesia",bintanbox18@yahoo.com.sg,Indonesia
Shanghai ERC Story Radio,"Shanghai, Shanghai, China",adv@smg.sh.cn,China
PBC FM 101,"Islamabad, Pakistan",info@radio.gov.pk,Pakistan
Radio City Bangalore,"Bangalore, KA, India",info@planetradiocity.com,India
Bravo FM Radio,"Taipei, Taiwan",service@familyradio.com.tw,Taiwan
KBS 3 Radio,"Seoul, South Korea",tunein_kbsradio@kbsmedia.co.kr,South Korea
Xuzhou Traffic Radio,"Xuzhou, Jiangsu, China",radio@xzgd.com,China
Suryan FM,"Jaipur, India",queries@sunnetwork.in,India
Star FM Dipolog,"Dipolog City, Philippines",stardip@mozcom.com,Philippines
AIR Radio South Service,"Udupi, KA, India",airlive@air.org.in,India
Be107FM,"Batam Centre, Indonesia",be107fm@gmail.com,Indonesia
Hangzhou Traffic Economics Radio,"Hangzhou, Zhejiang, China",hzfm918@qq.com,China
Fever 104 FM,"New Delhi, India",fever104@fever.fm,India
Radio Jossh,"Tulungagung, Indonesia",muchlisjossh@yahoo.com,Indonesia
Dongguan Traffic & Music Radio,"Dongguan, Guangdong, China",ad@sun0769.com,China
FM 100 Lahore,"Lahore, Pakistan",info@fm100pakistan.com,Pakistan
DARAZ FM,"Yonago, Japan",darafo@darazfm.com,Japan
Shalimar Radio Network,"Islamabad, Pakistan",Contact@srbc.com.pk,Pakistan
Vijaypur FM,"Sunsari, Nepal",fmvijayapur@gmail.com,Nepal
Changshou News Radio,"Changshu, Jiangsu, China",am1116@sina.com,China
Madu FM Tulungagung,"Tulungagung, Indonesia",madufm_1077@yahoo.co.id,Indonesia
DYBR,"Bais City, Philippines",djdwinx@gmail.com,Philippines
WBS 원음방송 FM 89.7,"Kwangju, South Korea",webmaster@wbsfm.com,South Korea
Radio Dhamaal,"Ranchi, JH, India",info@fmradiodhamaal.com,India
CRI News Radio,"Shanghai, China",mzgl@cri.com.cn,China
"Gema Wana Prima, 100.2 FM","Sangatta, Indonesia",admin@radiogwp.com,Indonesia
Love Station 92 FM,"Krabi, Thailand",lovestation92fm@hotmail.com,Thailand
Himal FM,"Salleri, Nepal",himalfm90.2@gmail.com,Nepal
FM101.1 Xi'an Talk Box Radio,"Xi'an, Shannxi, China",sxradio6105@126.com,China
SCN FM Radio,"Daegu, South Korea",scnfm@scnfm.or.kr,South Korea
AIR Radio South Service,"Dharmapuri, TN, India",airlive@air.org.in,India
Gyan Vani,"Indore, MP , India",imperialravi7@gmail.com,India
Radio Taranga,"Pokhara, Nepal",radiotaranga@gmail.com,Nepal
AIR Radio South Service,"Kannur, KL, India",airlive@air.org.in,India
Wuzhou News Radio,"Wuzhou, Guangxi, China",wzxjzx@163.com,China
KBS 1 FM (Classic),"Seoul, South Korea",tunein_kbsradio@kbsmedia.co.kr,South Korea
Radio1 FM91,"Lahore, PJB, Pakistan",info@fm91.com.pk,Pakistan
Jaras Scoop FM,"Beirut, Lebanon",jaras@jarasfm.com,Lebanon
Radio Bandipur,"Tanahun, Nepal",radio88.80@gmail.com,Nepal
Suzhou Life Radio,"Suzhou, Jiangsu, China",fm965@2500sz.com,China
Radio Madanpokhara,"Palpa, Nepal",madanpokharafm@ntc.net.np,Nepal
The Edge Radio Davao,"Davao, Philippines",sweetkaren30@gmail.com,Philippines
Radio 3,"Sendai, Japan",762@radio3.jp,Japan
Nagasaki Shimin FM,"Nagasaki, Japan",a@nagasakifm.net,Japan
ONIX RADIO,"Balikpapan, Indonesia",radio@onix887fm.com,Indonesia
FM Kagawa,"Takamatsu, Japan",medio@fmkagawa.co.jp,Japan
Ghotki FM,"Ghotki, Pakistan",ghotkiradio@gmail.com,Pakistan
FM-93 Mirpur,"Mirpur, Pakistan",fm93mirpur@gmail.com,Pakistan
Radio Three FM,"Banda Aceh, Indonesia",threefmaceh@yahoo.com,Indonesia
Al Khaleejiya,"Dubai, United Arab Emirates",info@arnonline.com,United Arab Emirates
Jiangsu News Radio,"Nanjing, Jiangsu, China",Info@jsbc.com,China
Radio Dhamaal,"Muzaffarpur, BR, India",info@fmradiodhamaal.com,India
Radio Mirchi,"Lucknow, UP, India",anirban.sengupta@timesgroup.com,India
Number One Radio,"Pattaya, Thailand",info@passionfm.asia,Thailand
Yufuin Radio,"Oita, Japan",info@874.fm,Japan
Tianjin Binhai Radio,"Tianjin, China",radiotj2010@sina.com,China
Radio Sarangi Morang,"Haraincha, Nepal",info@radiosarangi.com,Nepal
Bombo Radyo Koronadal,"Koronadal, Philippines",bombo_marbel@bomboradyo.infobomboradyo,Philippines
Shanxi Economy Radio,"Taiyuan, Shanxi, China",mail@shanxitv.com,China
Hayat FM 100.8,"Nablus, Palestinian Territory",info@hayatfm.ps,Palestinian Territory
DZMR,"Sefton Village, Philippines",1143@dzmr.febc.ph,Philippines
Radio Loktantra,"Dhading, Nepal",radioloktantra@gmail.com,Nepal
Anhui Transportation Radio,"Hefei, China",news@ahradio.com.cn,China
Huaer Talk Box,"Xining, Qinghai, China",35658607@qq.com,China
Reds Wave,"Urawa, Japan",info@redswave.com,Japan
Yi Shih Broadcasting Station,"Keelung, Taiwan",yishih@mail.ehosting.com.tw,Taiwan
Radio Buraq Peshawar,"Peshawar, Pakistan",comments@buraq.fm,Pakistan
NERTT,"T'ai-tung, Taiwan",jessica@nertt.gov.tw,Taiwan
AIR Radio West Service,"Indore, MP, India",airlive@air.org.in,India
Radio ANDIKA,"Kediri, Indonesia",marketing@andikafm.com,Indonesia
Love FM,"Fukuoka, Japan",761@lovefm.co.jp,Japan
Radio Kol Rega,"Nazareth, Israel",yaniv@96fm.co.il,Israel
Honey FM,"Sanda, Japan",honey@fm822.com,Japan
Lintas FM,"Bojonegoro, Indonesia",info@lintasfm.com,Indonesia
Modern Radio Chon Buri,"Chon Buri, Thailand",FM_ChonBuri@MCOT.NET,Thailand
Shandong CityFM Radio,"Jinan, Shandong, China",sdgbw@126.com,China
988 FM,"Klang, Malaysia",feedback@988.com.my,Malaysia
JUFM 94.9,"Amman, Jordan",jufm94.9@gmail.com,Jordan
Dreams FM,"Kurume, Japan",info@dreamsfm.co.jp,Japan
Radio Fasli,"Mehr, Iran",info@radiofasli.ir,Iran
FM Karatsu,"Karatsu, Japan",868@fmkaratsu.com,Japan
All India Radio,"Lucknow, UP, India",airlive@air.org.in,India
CRADIO,"Balikpapan, Indonesia",cradio@rocketmail.com,Indonesia
Red FM,"Kuching, Malaysia",redfm2u@gmail.com,Malaysia
Dalian Traffic Radio,"Dalian, Liaoning, China",dldt07@sina.com,China
CJMC FM,"Kathmandu, Nepal",drmanju@cjmc.com.np,Nepal
MBC FM4U 91.9,"Seoul, South Korea",faceit@mbc.co.kr,South Korea
Radio Baglung,"Baglung, Nepal",info@baglungfm.org.np,Nepal
Aahaa FM,"Chennai, India",shrikanth@aahaafm.com,India
Jan FM,"Sheikhupura, Pakistan",info@janfm.com,Pakistan
Kalaweit Radio,"Palangka Raya, Indonesia",kalaweitfm@gmail.com,Indonesia
Radio Suara Mesra,"Parepare, SS, Indonesia", radiomesra@yahoo.co.id,Indonesia
IBC Radio,"Morioka, Japan",radio@ibc.co.jp,Japan
KOCO FM,"Koriyama, Japan",koco@kocofm.jp,Japan
RFX Radio Beirut,"Beirut, Lebanon",rfxradio@rfxradio.info,Lebanon
Modern Radio Chumphon,"Chumphon, Thailand",FM_Chumphon@MCOT.NET,Thailand
Radio Karina FM Ponorogo,"Ponorogo, Indonesia",surat@radiokarinafm.com,Indonesia
ABC Hiru FM,"Colombo, Sri Lanka",md@asiabroadcasting.lk,Sri Lanka
Nada FM Jember,"Jember, Indonesia",nadafm.stainjbr@gmail.com,Indonesia
Tackey 81.6 FM,"Osaka, Japan",816@minoh.net,Japan
Music Highway FM,"Nooriabad, Pakistan","hello@musichighway,fm",Pakistan
CNR URadio,"Beijing, China",topfm1018@163.com,China
QMC English/Urdu,"Doha, Qatar",info@qatarradio.net,Qatar
Inner Mongolia Traffic Radio,"Huhehaote, Inner Mongolia, China",imbs@163.com,China
Marina 88.8 FM,"As Salimiyah, Kuwait",admin@marinafm.com,Kuwait
Tianjin Life Radio,"Tianjin, China",radiotj2010@sina.com,China
Odagaisama FM,"Tomioka, Japan",odagaisamafm@gmail.com,Japan
RTM Sabah FM,"Kota Kinabalu, Malaysia",Parini@rtm.gov.my,Malaysia
Hubei Chutian Traffic Radio,"Wuhan, Hubei, China",fm868@sina.com,China
PBS National,"Taipei, Taiwan",prs@prs.gov.tw,Taiwan
Bombo Radyo Vigan,"Vigan, Philippines",bombovgn@yahoo.com,Philippines
QMC Arabic,"Doha, Qatar",info@qatarradio.net,Qatar
FMaiai,"Amagasaki, Japan",mail@fmaiai.com,Japan
Radio Nepalbani,"Ilam, Nepal",contact@gmail.com,Nepal
Radio Namaste,"Butwal, Nepal",info@radionamaste.com.np,Nepal
ringo radio,"Yamamoto, Japan",shb01709@nifty.com,Japan
Mix 88.5 FM,"Pattaya, Thailand",russell@mix885.com,Thailand
Nanjing News Radio,"Nanjing, Jiangsu, China",pandafs@njtv.com.cn,China
Kiss,"Khon Kaen, Thailand",dekchay@gmail.com,Thailand
FM Kushiro,"Kushiro, Japan",946@fm946.com,Japan
Radio Madufm Ponorogo,"Ponorogo, Indonesia",madufm_ponorogo@ymail.com,Indonesia
Galei Zahal,"Abu Ghosh, Israel",radio@galatz.co.il,Israel
Wild FM,"Cebu City, Philippines",1035wildfmcebu@gmail.com,Philippines
Radio Rolpa,"Liwang, Nepal",info@radiorolpa.org,Nepal
All India Radio,"Jammu, JK, India",airlive@air.org.in,India
DC FM,"Thiruvananthapuram, India",info@radiodcfm.com,India
Hamro Malika FM,"Kailali, Nepal",malikanews@gmail.com,Nepal
YBC Radio,"Yamagata, Japan",kokusai@ybc.co.jp,Japan
漢聲廣播電台,"Nan-t'ou, Taiwan",vohradio@voh.com.tw,Taiwan
Gyan Vani,"Hyderabad, India",imperialravi7@gmail.com,India
Inner Mongolia Music Radio,"Huhehaote, Inner Mongolia, China",imbs@163.com,China
Semeru FM,"Lumajang, Indonesia",radio_semeru_fm@yahoo.com,Indonesia
JEJU CBS Radio,"Jeju, South Korea",jjcbs@cbs.co.kr,South Korea
FM Kaon,"Ebina, Japan",842@fmkaon.com,Japan
Radio FMYY,"Kobe, Japan",fmyy@tcc117.org,Japan
FM K-City,"Kawasaki, Japan",kcity@kawasakifm.co.jp,Japan
TOKYO FM WORLD,"Tokyo, Japan",world@tfm.co.jp,Japan
CRI News Radio,"Xiamen, Fujian, China",mzgl@cri.com.cn,China
CRI EZFM,"Beijing, China",CRIEZFM@cri.com.cn,China
Hang FM,"Batam Centre, Indonesia",admin@hang106.or.id,Indonesia
Bombo Radyo Dagupan,"Dagupan City, Philippines", bombo_dagupan@bomboradyo.info@,Philippines
KBS 2FM Cool FM,"Seoul, South Korea",happykbs@kbs.co.kr,South Korea
Radio FM93.7,"Nan-t'ou, Taiwan",fm937@ms13.hinet.net,Taiwan
Capital 95.8 FM,"Caldecott Hill Estate, SG, Singapore",958@mediacorp.com.sg,Singapore
Guangxi Music Radio,"Nanning, Guangxi, China",950musicradio@163.com,China
MY FM,"Kuala Lumpur, Kuala Lumpur, Malaysia",webmaster@my.com.my,Malaysia
Liiur FM,"Tulungagung, Indonesia",liiurfm@liiurfm.com,Indonesia
Cosmo Female FM Manado,"Manado, Indonesia",contact@radio.net,Indonesia
TDM Cantonese,"Macau, Macau",it@tdm.com.mo,Macau
Suzhou Traffic & Economics Radio,"Suzhou, Jiangsu, China",sebs@2500sz.com,China
Radio City Nagpur,"Nagpur, MH, India",info@planetradiocity.com,India
Radio Mirchi,"Jaipur, Rajasthan, India",rajeev.saraf@timesgroup.com,India
Tonle Radio,"Sihanoukville, Cambodia",fm102.5river@yahoo.com,Cambodia
中廣新聞網,"Hualian, Taiwan",customer@ms1.bcc.com.tw,Taiwan
Modern Radio Songkhla,"Songkhla, Thailand",FM_Songkhla@MCOT.NET,Thailand
Ankang News Radio,"Ankang, Shaanxi, China",akgb897@sina.com,China
Radio1 FM91,"Karachi, SHD, Pakistan",info@fm91.com.pk,Pakistan
Radio Active,"Karachi, Pakistan",info@radioactive96.fm,Pakistan
China Huayi Broadcast,"Fuzhou, China",hg@chbcnet.com,China
Jago Mumbai Radio,"Mumbai, India",feedback@jagomumbairadio.com,India
Shandong Lifestyle Radio,"Jinan, Shandong, China",lifesyle@126.com,China
Mix FM,"Klang Valley, Malaysia",webmaster@mix.fm,Malaysia
RadioBee.FM,"Pattaya, Thailand",djbooth@radiobee.fm,Thailand
All India Radio,"Ajmer, RJ, India",airlive@air.org.in,India
Mazaj FM,"Irbid, Jordan",info@mazajfm.com,Jordan
Rikuzentakata FM,"Odate, Japan",rikuzentakata.fm@gmail.com,Japan
FM Shiga e-radio,"Otsu, Japan",fmshiga@e-radio.co.jp,Japan
Rotana Style FM,"Damascus, Syrian Arab Republic",info@rotanastyle.com,Syrian Arab Republic
CBS Standard FM 98.1,"Seoul, South Korea",help@cbs.co.kr,South Korea
PRO 1 RRI Madiun,"Madiun, Indonesia",info@rrimadiun.net,Indonesia
dhakaFM,"Dhaka, Bangladesh",info@dhakafm904.com,Bangladesh
Rose FM,"Mirpur, Pakistan",rjssz@live.com,Pakistan
Fu Radio,"Hsin-ying, Taiwan",tainan.fm911@msa.hinet.net,Taiwan
Suryan FM,"Hyderabad, India",queries@sunnetwork.in,India
Al Madina FM,"Al Hasakah, Syrian Arab Republic",info@almadinafm.com,Syrian Arab Republic
Swara Jepara,"Jepara, Indonesia",info@swarajepara.com,Indonesia
Mandala FM Banyuwangi,"Banyuwangi, Indonesia",mandala_fm@yahoo.com,Indonesia
AIR Radio West Service,"Kolhapur, MH, India",airlive@air.org.in,India
Radio Phuket,"Phuket, Thailand",info@radiophuket.com,Thailand
Mero FM,"Kathmandu, Nepal",info@merofm.com.np,Nepal
Radio Mirchi Hyderabad,"Hyderabad, AP, India",gg.jayanta@timesgroup.com,India
AIR FM Gold,"Mumbai, TN, India",airlive@air.org.in,India
Zhongshan Happy Radio,"Zhongshan, Guangdong, China",info@zstv.com.cn,China
Voix Du Liban,"Beirut, Lebanon",info@vdl.com.lb,Lebanon
Radio PT-THVL,"Vinh Long, Vietnam",banbientap@thvl.vn,Vietnam
Minamisoma Hibari FM,"Fukushima, Japan",hibari795@gmail.com,Japan
Love Radio Manila,"Pasig, Philippines",info@loveradio.com.ph,Philippines
Tianjin Traffic Radio,"Tianjin, Tianjin, China",radiotj2010@sina.com,China
Radio Sunakhari,"Itahara, Nepal",admin@radiosunakhari.com,Nepal
BBS FM,"Seoul, South Korea",webmaster@bbsi.co.kr,South Korea
Tangshan Caofeidian Literature Radio,"Tangshan, Hebei, China",radiots@163.com,China
Sawt El Ghad,"Amman, Jordan",info@sawtelghad.fm,Jordan
RRI PRO 1 Kendari,"Kendari, Indonesia",rrikdi@gmail.com,Indonesia
Changzhou Traffic Radio,"Changzhou, Jiangsu, China",wanghf@cztv.tv,China
Star FM Bacolod,"Bacolod, Philippines",starfm_bacolod@bomboradyo.com,Philippines
Kiryu.fm,"Kiryu, Japan",radio@fmkiryu.jp,Japan
Nanchang Traffic & Music Radio,"Nanchang, Jiangxi, China",w_yuwen@163.com,China
Hello FM,"Madurai, India",Indu@hellofm.in,India
Dhivehi Raajjeyge adu,"Male, Maldives",info@mbc.mv,Maldives
RADIO LOVEAT,"Toyota, Japan",786@loveat.co.jp,Japan
Beat FM,"Amman, Jordan",Front.Desk@seagulls.com,Jordan
Sonora FM,"Pangkalpinang, Indonesia",sonora.bangka@gmail.com,Indonesia
中廣新聞網,"T'ai-tung, Taiwan",customer@ms1.bcc.com.tw,Taiwan
UBC Ulsan FM 92.3,"Ulsan, South Korea",greenfm@ubc.co.kr,South Korea
Kunmin Elderly Radio,"Kunming, Yunnan, China",fm105@163.com,China
Hebei Top Radio,"Shijiazhuang, Hebei, China",hbgbw@sina.com,China
Romantika FM,"Bondowoso, Indonesia",mdromantikafm@yahoo.com,Indonesia
BBC Arabic,"Baghdad, Iraq",worldservice@bbc.co.uk,Iraq
Jaras Scoop FM,"Beirut, Lebanon",jaras@jarasfm.com,Lebanon
Power99 FM Radio,"Islamabad, Pakistan",ali@power99.com.pk,Pakistan
Radio Lumbini,"Lumbini, LZ, Nepal",info@radiolumbini.org,Nepal
TAS FM Kediri,"Kediri, Indonesia",radiotasfm@yahoo.co.id,Indonesia
Radio Girmit (Kannada),"Bengaluru, India",info@radiogirmit.com,India
Star FM Cotabato,"Cotabato City, Philippines",starfm_cot@yahoo.com.ph,Philippines
Bayon Radio,"Phnom Penh, Cambodia",info@bayontv.com.kh,Cambodia
Aksyon Radyo Iloilo,"Iloilo, Philippines",aksyonradyoiloilo@gmail.com,Philippines
DZAS,"Valenzuela, Philippines",dzas@febc.org.ph,Philippines
Modern Radio Yala,"Yala, Thailand",FM_Yala@MCOT.NET,Thailand
FM Tsuyama,"Tsuyama, Japan",780@fm-tsuyama.jp,Japan
FRESH FM 98.25,"Chonburi, Thailand",fresh9825@hotmail.com,Thailand
Beijing Joy FM Radio,"Beijing, Beijing, China",kefu@rbc.cn,China
HITZFM BELITUNG,"Tanjung, Indonesia",hitzfm@live.com,Indonesia
TBC Taipei Radio 1,"Taipei, Taiwan",3518001@ms37.hinet.net,Taiwan
Z100 Mati,"Manay, Philippines",ct_bebeloni@yahoo.com,Philippines
Radio Mirchi,"Dubai, United Arab Emirates", feedback@radiomirchiuae.ae,United Arab Emirates
Radio Sawa Lebanon,"Beirut, Lebanon",comments@radiosawa.com,Lebanon
Sumer FM,"Arbil Governorate, Iraq",sumerfm@sumerfm.com,Iraq
Close Up FM,"Pattani, Thailand",FM_Pattani@MCOT.NET,Thailand
CBS 표준 FM 98.1,"jeonju, South Korea",help@cbs.co.kr,South Korea
Citra FM Singkawang,"Singkawang, Indonesia",radio_citra_fm@yahoo.com,Indonesia
Canisa FM,"Kalimantan, Indonesia",canisafm@yahoo.com,Indonesia
Radio Bass FM,"Bojonegoro, Indonesia",info@radiobassfm.com,Indonesia
Ge Gabriel FM Madiun,"Madiun, Indonesia",gefmgabriel@yahoo.co.id,Indonesia
Radyo Natin 105.7,"Iba, Zambales, Philippines",rn_iba@yahoo.com,Philippines
漢聲廣播電台,"Yu-li, Taiwan",vohradio@voh.com.tw,Taiwan
AIR Radio North East Service,"Guwahati, AS, India",airlive@air.org.in,India
Star FM Tacloban,"Tacloban City, Philippines",star_tacfm@yahoo.com,Philippines
Darusalam Radio,"Baghdad, Iraq",iipradio@yahoo.com,Iraq
MGFM Ciamis,"Ciamis, Indonesia",info@indostreamserver.com,Indonesia
Magik FM 91.7,"Tuguegarao City, Philippines",dwcnfm@ccmci.com,Philippines
SURF 93.5,"Rayong, Thailand",surffm@hotmail.com,Thailand
CNR Happy Radio,"Beijing, China",am747@cnr.cn,China
Sakura FM,"Nishinomiya, Japan",787@sakura-fm.co.jp,Japan
Radio Paranti,"Banten, Indonesia",radio@parantifm.com,Indonesia
Soka Radio,"Jember, Indonesia",christop_lie@yahoo.com,Indonesia
Voice of Strait Auto & Life Radio,"Fuzhou, Fujian, China",vos@am666.net,China
Aamar FM,"Kolkata, WB, India",aamar106.2fm@gmail.com,India
Radio Dhamaal,"Patiala, PB, India",info@fmradiodhamaal.com,India
Radio Pakistan - D.I.Khan,"Dera Ismail Khan, Pakistan",info@radio.gov.pk,Pakistan
Neth FM,"Colombo, Sri Lanka",info@nethfm.com,Sri Lanka
Hum FM,"Dubai, United Arab Emirates",contact@humfm.com,United Arab Emirates
Huangshan Turism Radio,"Huangshan, Anhui, China",huangshannews@126.com,China
One FM,"Toa Payoh New Town, Singapore",marketing@onefm.sg,Singapore
Ningbo Car Music Radio,"Ningbo, Zhejiang, China",fm1047@21cn.com,China
Varnam FM,"Colombo, Sri Lanka",muzi@varnamfm.lk,Sri Lanka
Suryan FM,"Jabalpur, India",queries@sunnetwork.in,India
Radio Tex,"Karaganda, Karagandy Province, Kazakhstan",info@radiotex.net,Kazakhstan
DBC 5,"Hong Kong, Hong Kong",info@dbc.hk,Hong Kong
Music Highway FM,"Tando Adam, Pakistan","hello@musichighway,fm",Pakistan
Modern Radio Prachuap,"Prachuap Khiri Khan, Thailand",FM_Prachuap@MCOT.NET,Thailand
Radio Mirchi,"Bhopal, MP, India",vishal.mudgal@timesgroup.com,India
FM WATCH,"Gifu, Japan",785@fm-watch.jp,Japan
Foshan Economics Radio,"Foshan, Guangdong, China",yingwu@radiofoshan.com.cn,China
UFM KSA,"At Ta'if, Saudi Arabia",info@ufmradio.com,Saudi Arabia
Radio Mithila,"Janakpur, Nepal",info@radiomathila.com.np,Nepal
Jerusalem FM,"Jerusalem, Israel",101fm@tapuz.co.il,Israel
KNN Busan Radio,"Busan, South Korea",webmaster@knn.co.kr,South Korea
Radio 1386 AM,"Kaohsiung City, Taiwan",a002.paiyun@msa.hinet.net,Taiwan
Cakrawala FM,"Palu, Indonesia",Cakrawala_Fm@Yahoo.com,Indonesia
Xinjiang City Radio,"Urumqi, Xinjiang, China",mw738@21cn.com,China
Radio Tanahun,"Tanahun, Nepal",admin@radiotanahun.com,Nepal
MOR 93.9 Legazpi,"Legazpi, Philippines",info@morlegazpi.com,Philippines
FM 100 Islamabad,"Islamabad, Pakistan",info@fm100pakistan.com,Pakistan
Star Corn FM,"Fukuoka, Japan",info@starcornfm.com,Japan
SBS Radio,"Shizuoka, Japan",webmaster@shizuokaonline.com,Japan
Kol Ramat Hasharon 106FM,"Ramat Hasharon, Israel",Yaniv@Yaniv.TV,Israel
Radyo Dominiko ng Manaoag,"Paranaque City, Dominican, Philippines",radyodominiko@yahoo.com,Philippines
Voice of Shangri La International Radio,"Kunming, Yunnan, China",admin@ynradio.net,China
Nikoya FM,"Banda Aceh, Indonesia",nikoyafm@yahoo.com,Indonesia
MRadio - National Broadcast,"Taichung, Taiwan",106qa@mradio.com.tw,Taiwan
Xiamen News Radio,"Xiamen, Fujian, China",xmnews@gmail.com,China
Radio Gorkha,"Gorkha, Nepal",radiogorkha92.8@gmail.com,Nepal
Ujyaalo 90 Network,"Patan, Nepal",info@unn.com.np,Nepal
Radio Mirchi,"Kolhapur, Maharashtra, India",sushant.nayar@timesgroup.com,India
Radio Mahakali,"Kanchanpur, Nepal",info@radiomahakali.org,Nepal
Radio Choklate,"Bhubaneswar, OR, India",sambadadvt@gmail.com,India
Nagasaki City FM,"Nagasaki, Japan",info@813fm.net,Japan
Guangdong Singradio,"Guangzhou, Guangdong, China",gddtinfo@163.com,China
CRI News Radio,"Beijing, China",mzgl@cri.com.cn,China
Ahlen FM,"Jerash, Jordan",info@ahlenfm.com,Jordan
Mast FM Karachi,"Karachi, Pakistan",info@mastfm103.com,Pakistan
Kol Israel Reshet Bet,"Haifa, Israel",radio2@iba.org.il,Israel
JOWR,"Fukushima, Japan",rfcjisin2@gmail.com,Japan
Wuhan People's Broadcast Radio,"Wuhan, Hubei, China",whrmgbdt@yahoo.com.cn,China
Modern Radio Langsuan,"Lang Suan, Thailand",FM_Langsuan@MCOT.NET,Thailand
Lanzhou News Radio,"Lanzhou, Gansu, China",lzr@lzr.com.cn,China
Radio-Aksai,"Aksay, Kazakhstan",present@radioaksai.kz,Kazakhstan
National Education Radio,"Taipei, Taiwan",service@ner.gov.tw,Taiwan
Real Radio,"Colombo, Sri Lanka",info@real878.com,Sri Lanka
Libra Radio,"Taichung, Taiwan",libraradio@libraradio.com.tw,Taiwan
Modern Radio Srisaket,"Srisaket, Thailand",FM_Srisaket@MCOT.NET,Thailand
CNR Voice of China (Taiwan),"Beijing, China",cn@cnr.cn,China
Star FM Lebanon,"Joub Jannine, Lebanon",starfmlebanon@hotmail.com,Lebanon
Radio Killid,"Kabul, Afghanistan",info@tkg.af,Afghanistan
Hit Radio,"Davao, Philippines",robertrecede@yahoo.com,Philippines
X FM 96.3,"Caldecott Hill Estate, SG, Singapore",fm963@mediacorp.com.sg,Singapore
Fab Radio,"Trang, Thailand",fabradio2007@hotmail.com,Thailand
All India Radio,"Jaipur, RJ, India",airlive@air.org.in,India
All For Peace Radio,"Jerusalem, Israel",YONI@ALLFORPEACE.ORG,Israel
Radio ABC,"Kavrepalanchok, Nepal",abcradio@ntc.net.np,Nepal
FM Kazz,"Kamakura, Japan",kazz@cf7.so-net.ne.jp,Japan
Radio Pakistan - Lahore,"Lahore, Pakistan",info@radio.gov.pk,Pakistan
LIVE 89.5,"Phuket, Thailand",info@phuketliveradio.com,Thailand
Radio Pakistan - Peshawar II,"Peshawar, Pakistan",info@radio.gov.pk,Pakistan
Radio Killer Bee,"Cebu City, Philippines",kb923cebu@yahoo.com,Philippines
Radio Upatyaka,"Kathmandu, Nepal",radioupatyaka @yahoo.com,Nepal
Ming Chuan Broadcasting Station,"Taipei, Taiwan",mcbs883@msn.com,Taiwan
Gyan Vani,"Jamnagar, India",imperialravi7@gmail.com,India
Reka Radio,"Jerusalem, Israel",borisrizik@gmail.com,Israel
TBS,"Taipei, Taiwan",tbs-tbs@mail.taipei.gov.tw,Taiwan
Fujairah FM,"Fujairah, United Arab Emirates",info@926.fm,United Arab Emirates
Kiss92,"Singapore, Singapore",breakfast@kiss92.sg,Singapore
RTM Ai FM,"吉隆坡, Malaysia",info@aifm.net.my,Malaysia
Albalad FM,"Beirut, Lebanon",albaladfm@albaladonline.com,Lebanon
RTI Music,"Taipei, Taiwan",ilovemusic1557@gmail.com,Taiwan
BRUZEFMBONTANG RADIO LINGKUNGAN,"Bontang, Indonesia",bontangbruzefm@rocketmail.com,Indonesia
Huanggang Traffic & Music Radio,"Huanggang, Hubei, China",hgdtjsb@163.com,China
Radio Audio,"काठमांडू, Nepal",info@aradioaudio.com,Nepal
Mercy FM,"Tanjungpinang, Indonesia",admin@mercyfm.com,Indonesia
Kol Acher,"Ariel, Israel",106fm@ariel.ac.il,Israel
DZBB,"Manila, Philippines",feedback@gmanews.tv,Philippines
91.8 KISS FM,"Banda Aceh, Indonesia",kissfm.aceh@yahoo.com,Indonesia
Zhengzhou News Radio,"Zhengzhou, Henan, China",zzradio@126.com,China
Pearl River Economics Radio,"Guangzhou, Guangdong, China",pearlradio@e974.com,China
Rose FM90.5,"Bhimber, Pakistan",rjshazi90@gmail.com,Pakistan
Hot FM 105 - Mirpurkhas,"Mirpur khas, Pakistan",feedback@hotfm.com.pk,Pakistan
Gyan Vani,"Kanpur, UP , India",imperialravi7@gmail.com,India
Radios 100 FM,"Tel Aviv, Israel",100fm@100fm.co.il,Israel
Gress FM,"Ponorogo, Indonesia",gressfm_radio@yahoo.co.id,Indonesia
DontreeSeason D 101.5,"Chiang mai, Thailand",dseason.channel@gmail.com,Thailand
Radio Voice of Van,"Beirut, Lebanon",info@voicevan.net,Lebanon
Hello FM,"Tsu, Japan",hellofm@mail.goo.ne.jp,Japan
